,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
5472,arm,16553,-2.49%,-0.013582746,3210,32,0.0
5473,arm,16554,-1.02%,-0.001417963,3210,32,0.0
5474,arm,16559,1.83%,0.009095093,3210,32,0.0
5475,arm,16560,0.51%,0.005167558,3210,32,0.0
5476,arm,16561,3.06%,0.005707819,3210,32,0.0
5477,arm,16562,0.50%,0.004337201,3210,32,0.0
5478,arm,16565,0.00%,-0.003390596,3210,32,0.0
5479,arm,16566,-1.23%,-0.007306199,3210,32,0.0
5480,arm,16567,0.75%,-0.002138066,3210,32,0.0
5481,arm,16568,1.49%,0.00612259,3210,32,0.0
5482,arm,16569,0.49%,4.99759e-05,3210,32,0.0
5483,arm,16572,3.16%,-0.004197651,3210,32,0.0
5484,arm,16573,-0.94%,0.001030659,3210,32,0.0
5485,arm,16574,1.66%,0.011437487,3210,32,0.0
5486,arm,16575,0.23%,0.004704767,3210,32,0.0
5487,arm,16576,-0.70%,0.000876537,3210,32,0.0
5488,arm,16579,1.88%,0.004109947,3210,32,0.0
5489,arm,16580,-1.38%,-0.000789218,3210,32,0.0
5490,arm,16581,-0.23%,-0.000570614,3210,32,0.0
5491,arm,16582,1.64%,0.007013857,3210,32,0.0
5492,arm,16583,-0.92%,-0.000882414,3210,32,0.0
5493,arm,16587,0.47%,0.00448707,3210,32,0.0
5494,arm,16588,1.16%,0.013386121,3210,32,0.0
5495,arm,16589,-0.23%,-0.000151309,3210,32,0.0
5496,arm,16596,1.37%,0.004257242,3210,32,0.0
5497,arm,16597,4.73%,0.006048266,3210,32,0.0
5498,arm,16600,0.43%,0.00398708,3210,32,0.0
5499,arm,16601,-0.21%,0.00138692,3210,32,0.0
5500,arm,16602,-2.15%,-0.004020325,3210,32,0.0
5501,arm,16603,1.10%,0.00552928,3210,32,0.0
5502,arm,16604,1.08%,0.001313935,3210,32,0.0
5503,arm,16607,-0.21%,-0.000337068,3210,32,0.0
5504,arm,16608,1.51%,0.004808192,3210,32,0.0
5505,arm,16609,2.97%,0.00116199,3210,32,0.0
5506,arm,16610,0.00%,0.004202994,3210,32,0.0
5507,arm,16611,-2.67%,-0.008151721,3210,32,0.0
5508,arm,16614,-2.33%,-0.009713451,3210,32,0.0
5509,arm,16615,0.00%,0.008522274,3210,32,0.0
5510,arm,16616,-1.73%,0.002964198,3210,32,0.0
5511,arm,16617,-0.22%,-0.003136038,3210,32,0.0
5512,arm,16618,0.22%,0.007810287,3210,32,0.0
5513,arm,16622,1.09%,0.000251759,3210,32,0.0
5514,arm,16623,0.43%,0.005896191,3210,32,0.0
5515,arm,16624,-0.22%,-0.018221237,3210,32,0.0
5516,arm,16625,3.23%,0.013775767,3210,32,0.0
5517,arm,16628,2.51%,0.005260896,3210,32,0.0
5518,arm,16629,0.00%,-0.003822247,3210,32,0.0
5519,arm,16630,-0.41%,0.005712415,3210,32,0.0
5520,arm,16631,1.84%,0.004567566,3210,32,0.0
5521,arm,16632,-1.61%,-0.001803078,3210,32,0.0
5522,arm,16635,-1.63%,-0.00235759,3210,32,0.0
