,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event,Bigevent,Upevent,Bigeventcount
31920,d_c1x,16553,-0.06%,-0.013582746,5146,51,0.0,0.0,0.0,19
31921,d_c1x,16554,0.37%,-0.001417963,5146,51,0.0,0.0,0.0,19
31922,d_c1x,16559,3.20%,0.009095093,5146,51,0.0,0.0,0.0,19
31923,d_c1x,16560,3.99%,0.005167558,5146,51,0.0,0.0,0.0,19
31924,d_c1x,16561,0.82%,0.005707819,5146,51,0.0,0.0,0.0,19
31925,d_c1x,16562,0.00%,0.004337201,5146,51,0.0,0.0,0.0,19
31926,d_c1x,16565,0.64%,-0.003390596,5146,51,0.0,0.0,0.0,19
31927,d_c1x,16566,-0.68%,-0.007306199,5146,51,0.0,0.0,0.0,19
31928,d_c1x,16567,1.12%,-0.002138066,5146,51,0.0,0.0,0.0,19
31929,d_c1x,16568,-0.21%,0.00612259,5146,51,0.0,0.0,0.0,19
31930,d_c1x,16569,-2.58%,4.99759e-05,5146,51,0.0,0.0,0.0,19
31931,d_c1x,16572,0.03%,-0.004197651,5146,51,0.0,0.0,0.0,19
31932,d_c1x,16573,-1.42%,0.001030659,5146,51,0.0,0.0,0.0,19
31933,d_c1x,16574,-0.16%,0.011437487,5146,51,0.0,0.0,0.0,19
31934,d_c1x,16575,1.86%,0.004704767,5146,51,0.0,0.0,0.0,19
31935,d_c1x,16576,1.09%,0.000876537,5146,51,0.0,0.0,0.0,19
31936,d_c1x,16579,-0.56%,0.004109947,5146,51,0.0,0.0,0.0,19
31937,d_c1x,16580,-0.81%,-0.000789218,5146,51,0.0,0.0,0.0,19
31938,d_c1x,16581,-0.08%,-0.000570614,5146,51,0.0,0.0,0.0,19
31939,d_c1x,16582,1.00%,0.007013857,5146,51,0.0,0.0,0.0,19
31940,d_c1x,16583,1.97%,-0.000882414,5146,51,0.0,0.0,0.0,19
31941,d_c1x,16587,-1.01%,0.00448707,5146,51,0.0,0.0,0.0,19
31942,d_c1x,16588,-1.24%,0.013386121,5146,51,0.0,0.0,0.0,19
31943,d_c1x,16589,0.62%,-0.000151309,5146,51,0.0,0.0,0.0,19
31944,d_c1x,16596,-0.33%,0.004257242,5146,51,0.0,0.0,0.0,19
31945,d_c1x,16597,1.16%,0.006048266,5146,51,0.0,0.0,0.0,19
31946,d_c1x,16600,0.26%,0.00398708,5146,51,0.0,0.0,0.0,19
31947,d_c1x,16601,0.09%,0.00138692,5146,51,0.0,0.0,0.0,19
31948,d_c1x,16602,-0.66%,-0.004020325,5146,51,0.0,0.0,0.0,19
31949,d_c1x,16603,-1.55%,0.00552928,5146,51,0.0,0.0,0.0,19
31950,d_c1x,16604,1.20%,0.001313935,5146,51,0.0,0.0,0.0,19
31951,d_c1x,16607,1.26%,-0.000337068,5146,51,0.0,0.0,0.0,19
31952,d_c1x,16608,1.52%,0.004808192,5146,51,0.0,0.0,0.0,19
31953,d_c1x,16609,-1.14%,0.00116199,5146,51,0.0,0.0,0.0,19
31954,d_c1x,16610,-0.73%,0.004202994,5146,51,0.0,0.0,0.0,19
31955,d_c1x,16611,-0.75%,-0.008151721,5146,51,0.0,0.0,0.0,19
31956,d_c1x,16614,-1.43%,-0.009713451,5146,51,0.0,0.0,0.0,19
31957,d_c1x,16615,-1.65%,0.008522274,5146,51,0.0,0.0,0.0,19
31958,d_c1x,16616,0.56%,0.002964198,5146,51,0.0,0.0,0.0,19
31959,d_c1x,16617,-1.52%,-0.003136038,5146,51,0.0,0.0,0.0,19
31960,d_c1x,16618,2.14%,0.007810287,5146,51,0.0,0.0,0.0,19
